id,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
219235,3005158,Clindamycin [Susceptibility] by Disk diffusion (KB),Measurement,LOINC,Lab Test,S,194-1,1970-01-01,2099-12-31,NA
219465,3016293,Bicarbonate [Moles/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,1963-8,1970-01-01,2099-12-31,NA
219474,3008251,Bicarbonate [Moles/volume] in Urine,Measurement,LOINC,Lab Test,S,1964-6,1970-01-01,2099-12-31,NA
219514,3027597,Bilirubin.direct [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,1968-7,1970-01-01,2099-12-31,NA
219538,3007359,Bilirubin.indirect [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,1971-1,1970-01-01,2099-12-31,NA
219582,3024128,Bilirubin.total [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,1975-2,1970-01-01,2099-12-31,NA
219673,3007469,Breath rate setting Ventilator,Measurement,LOINC,Clinical Observation,S,19834-1,1970-01-01,2099-12-31,NA
219709,3004305,Vital capacity [Volume] Respiratory system,Measurement,LOINC,Clinical Observation,S,19867-1,1999-01-25,2099-12-31,NA
219729,3020460,C reactive protein [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,1988-5,1970-01-01,2099-12-31,NA
219738,3020149,25-hydroxyvitamin D3 [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,1989-3,1970-01-01,2099-12-31,NA
219780,3025019,Gas flow Respiratory system airway,Measurement,LOINC,Clinical Observation,S,19930-7,1999-01-25,2099-12-31,NA
219792,3014080,Oxygen gas flow Oxygen delivery system,Measurement,LOINC,Clinical Observation,S,19941-4,1999-01-25,2099-12-31,NA
219794,3021119,Calcium.ionized [Moles/volume] in Blood,Measurement,LOINC,Lab Test,S,1994-3,1970-01-01,2099-12-31,NA
219847,3007913,Alveolar-arterial oxygen Partial pressure difference,Measurement,LOINC,Clinical Observation,S,19991-9,1970-01-01,2099-12-31,NA
219851,3024882,Oxygen/Total gas setting [Volume Fraction] Ventilator,Measurement,LOINC,Clinical Observation,S,19994-3,1970-01-01,2099-12-31,NA
219865,3015377,Calcium [Moles/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2000-8,1970-01-01,2099-12-31,NA
219901,3018133,Calcium [Moles/volume] in Urine,Measurement,LOINC,Lab Test,S,2004-0,1970-01-01,2099-12-31,NA
219920,3025439,Airway pressure Ventilator --at peak inspiratory flow maximum setting,Measurement,LOINC,Clinical Observation,S,20057-6,1970-01-01,2099-12-31,NA
219943,3022875,Positive end expiratory pressure setting Ventilator,Measurement,LOINC,Clinical Observation,S,20077-4,1970-01-01,2099-12-31,NA
219945,3000461,Pressure support setting Ventilator,Measurement,LOINC,Clinical Observation,S,20079-0,1970-01-01,2099-12-31,NA
219959,3004297,Temperature Inhaled gas,Measurement,LOINC,Clinical Observation,S,20092-3,1970-01-01,2099-12-31,NA
219981,3012410,Tidal volume setting Ventilator,Measurement,LOINC,Clinical Observation,S,20112-9,1970-01-01,2099-12-31,NA
219986,3017594,Tidal volume.spontaneous --on ventilator,Measurement,LOINC,Clinical Observation,S,20116-0,1999-01-25,2099-12-31,NA
219995,3004921,Ventilation mode Ventilator,Measurement,LOINC,Clinical Observation,S,20124-4,1970-01-01,2099-12-31,NA
219996,3007397,Ventilator type,Observation,LOINC,Clinical Observation,S,20125-1,1970-01-01,2099-12-31,NA
220076,3027946,Carbon dioxide [Partial pressure] in Arterial blood,Measurement,LOINC,Lab Test,S,2019-8,1970-01-01,2099-12-31,NA
220296,3003785,Carcinoembryonic Ag [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2039-6,1970-01-01,2099-12-31,NA
220481,3036518,Left ventricular Stroke volume,Measurement,LOINC,Clinical Observation,S,20562-5,1970-01-01,2099-12-31,NA
220483,3013502,Oxygen saturation in Blood,Measurement,LOINC,Clinical Observation,S,20564-1,1970-01-01,2099-12-31,NA
220488,3016311,Creatine kinase.MB/Creatine kinase.total in Serum or Plasma,Measurement,LOINC,Lab Test,S,20569-0,1970-01-01,2099-12-31,NA
220489,3009542,Hematocrit [Volume Fraction] of Blood,Measurement,LOINC,Lab Test,S,20570-8,1970-01-01,2099-12-31,NA
220498,3005715,Vancomycin [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,20578-1,1970-01-01,2099-12-31,NA
220513,3013075,CD20 cells/100 cells in Specimen,Measurement,LOINC,Lab Test,S,20595-5,1970-01-01,2099-12-31,NA
220617,3018572,Chloride [Moles/volume] in Blood,Measurement,LOINC,Lab Test,S,2069-3,1970-01-01,2099-12-31,NA
220681,3014576,Chloride [Moles/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2075-0,1970-01-01,2099-12-31,NA
220718,3007733,Chloride [Moles/volume] in Urine,Measurement,LOINC,Lab Test,S,2078-4,1970-01-01,2099-12-31,NA
220801,3007070,Cholesterol in HDL [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2085-9,1970-01-01,2099-12-31,NA
220810,3005984,Deprecated Cholesterol.in HDL [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,NA,2086-7,2015-03-10,2015-03-11,U
220837,3028437,Cholesterol in LDL [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2089-1,1970-01-01,2099-12-31,NA
220856,3004169,Deprecated Cholesterol.in LDL [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,NA,2090-9,2015-03-10,2015-03-11,U
220883,3027114,Cholesterol [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2093-3,1970-01-01,2099-12-31,NA
221026,3018954,Choriogonadotropin (pregnancy test) [Presence] in Urine,Measurement,LOINC,Lab Test,S,2106-3,1970-01-01,2099-12-31,NA
221139,3010939,CD56 cells/100 cells in Specimen,Measurement,LOINC,Lab Test,S,21166-4,1970-01-01,2099-12-31,NA
221142,3009872,CD71 cells/100 cells in Specimen,Measurement,LOINC,Lab Test,S,21169-8,1970-01-01,2099-12-31,NA
221171,3002091,Choriogonadotropin [Moles/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2119-6,1970-01-01,2099-12-31,NA
221318,3000593,Cobalamin (Vitamin B12) [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2132-9,1970-01-01,2099-12-31,NA
221361,3015862,levoFLOXacin [Susceptibility] by Disk diffusion (KB),Measurement,LOINC,Lab Test,S,21367-8,1970-01-01,2099-12-31,NA
221437,3009682,Cortisol [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2143-6,1970-01-01,2099-12-31,NA
221593,3007220,Creatine kinase [Enzymatic activity/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2157-6,1970-01-01,2099-12-31,NA
221620,3016723,Creatinine [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2160-0,1970-01-01,2099-12-31,NA
221639,3017250,Creatinine [Mass/volume] in Urine,Measurement,LOINC,Lab Test,S,2161-8,1970-01-01,2099-12-31,NA
221740,3006751,Deprecated Cobalamin [Mass/volume] in Serum,Measurement,LOINC,Lab Test,NA,2170-9,2011-03-14,2011-03-15,U
222411,3011922,Hepatitis A virus IgM Ab [Units/volume] in Serum,Measurement,LOINC,Lab Test,S,22315-6,1970-01-01,2099-12-31,NA
222892,3001308,Cholesterol in LDL [Moles/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,22748-8,1999-12-02,2099-12-31,NA
222910,3001122,Ferritin [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2276-4,1970-01-01,2099-12-31,NA
223003,3036987,Folate [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2284-8,1970-01-01,2099-12-31,NA
223442,3026910,Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2324-2,1970-01-01,2099-12-31,NA
223570,3016251,Hemoglobin.gastrointestinal [Presence] in Stool,Measurement,LOINC,Lab Test,S,2335-8,1970-01-01,2099-12-31,NA
223579,3021886,Globulin [Mass/volume] in Serum,Measurement,LOINC,Lab Test,S,2336-6,1970-01-01,2099-12-31,NA
223607,3000483,Glucose [Mass/volume] in Blood,Measurement,LOINC,Lab Test,S,2339-0,1970-01-01,2099-12-31,NA
223644,3022548,Glucose [Mass/volume] in Cerebral spinal fluid,Measurement,LOINC,Lab Test,S,2342-4,1970-01-01,2099-12-31,NA
223673,3008308,Erythromycin [Susceptibility] by Disk diffusion (KB),Measurement,LOINC,Lab Test,S,234-5,1970-01-01,2099-12-31,NA
223681,3004501,Glucose [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2345-7,1970-01-01,2099-12-31,NA
223690,3003403,Glucose [Mass/volume] in Pleural fluid,Measurement,LOINC,Lab Test,S,2346-5,1970-01-01,2099-12-31,NA
224655,3004588,Protein electrophoresis panel - Serum or Plasma,Measurement,LOINC,Lab Test,S,24351-9,1970-01-01,2099-12-31,NA
224681,3014543,Platelet aggregation ADP induced [Presence] in Platelet rich plasma,Measurement,LOINC,Lab Test,S,24377-4,2000-03-13,2099-12-31,NA
224683,3007451,Platelet aggregation collagen induced [Presence] in Platelet rich plasma,Measurement,LOINC,Lab Test,S,24379-0,2000-03-13,2099-12-31,NA
224686,3008541,Platelet aggregation arachidonate induced [Presence] in Platelet rich plasma,Measurement,LOINC,Lab Test,S,24381-6,2000-03-13,2099-12-31,NA
224775,3028167,CD3+CD4+ (T4 helper) cells [#/volume] in Blood,Measurement,LOINC,Lab Test,S,24467-3,2000-04-03,2099-12-31,NA
224908,3007164,IgA [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2458-8,1970-01-01,2099-12-31,NA
224976,3005719,IgG [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2465-3,1970-01-01,2099-12-31,NA
225060,3028026,IgM [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2472-9,1970-01-01,2099-12-31,NA
225311,3002400,Iron [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2498-4,1970-01-01,2099-12-31,NA
225336,3021044,Iron binding capacity [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2500-7,1970-01-01,2099-12-31,NA
225498,3037579,Eosinophils [Presence] in Urine sediment by Light microscopy,Measurement,LOINC,Lab Test,S,25156-1,1970-01-01,2099-12-31,NA
225533,3018405,Lactate [Moles/volume] in Arterial blood,Measurement,LOINC,Lab Test,S,2518-9,1970-01-01,2099-12-31,NA
226382,3017400,Magnesium [Moles/volume] in Urine,Measurement,LOINC,Lab Test,S,2598-1,1970-01-01,2099-12-31,NA
226419,3012095,Magnesium [Moles/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2601-3,1970-01-01,2099-12-31,NA
226906,3021453,Eosinophils/100 leukocytes in Body fluid,Measurement,LOINC,Lab Test,S,26452-3,1970-01-01,2099-12-31,NA
226910,3028308,Erythrocytes [#/volume] in Pleural fluid,Measurement,LOINC,Lab Test,S,26456-4,1970-01-01,2099-12-31,NA
226911,3009613,Erythrocytes [#/volume] in Peritoneal fluid,Measurement,LOINC,Lab Test,S,26457-2,1970-01-01,2099-12-31,NA
226912,3010144,Erythrocytes [#/volume] in Synovial fluid,Measurement,LOINC,Lab Test,S,26458-0,1970-01-01,2099-12-31,NA
226928,3023547,Leukocytes other/100 leukocytes in Body fluid,Measurement,LOINC,Lab Test,S,26473-9,1970-01-01,2099-12-31,NA
226929,3019198,Lymphocytes [#/volume] in Blood,Measurement,LOINC,Lab Test,S,26474-7,1970-01-01,2099-12-31,NA
226934,3002030,Lymphocytes/100 leukocytes in Blood,Measurement,LOINC,Lab Test,S,26478-8,1970-01-01,2099-12-31,NA
226943,3037577,Monocytes/100 leukocytes in Cerebral spinal fluid,Measurement,LOINC,Lab Test,S,26486-1,1970-01-01,2099-12-31,NA
226944,3038104,Monocytes/100 leukocytes in Body fluid,Measurement,LOINC,Lab Test,S,26487-9,1970-01-01,2099-12-31,NA
226945,3033483,Monocytes/100 leukocytes in Peritoneal fluid,Measurement,LOINC,Lab Test,S,26488-7,1970-01-01,2099-12-31,NA
226956,3017181,Myelocytes/100 leukocytes in Blood,Measurement,LOINC,Lab Test,S,26498-6,1970-01-01,2099-12-31,NA
226970,3017161,Band form neutrophils/100 leukocytes in Body fluid,Measurement,LOINC,Lab Test,S,26510-8,1970-01-01,2099-12-31,NA
