id,concept_id,vocabulary_id,dataset_id,count_persons_rows,count_concepts_rows,count_secondary_concepts_rows
108,717136,RxNorm,1,16,16,0
109,717166,RxNorm,1,16,18,0
110,718583,RxNorm,1,9,24,0
111,718670,RxNorm,1,1,1,0
112,718754,RxNorm,1,5,7,0
113,719174,RxNorm,1,1,1,0
114,719311,RxNorm,1,1,2,0
115,722031,RxNorm,1,2,9,0
116,723013,RxNorm,1,11,17,0
117,723020,RxNorm,1,2,4,0
118,723042,RxNorm,1,9,16,0
119,725131,RxNorm,1,8,9,0
120,725173,RxNorm,1,2,2,0
121,725178,RxNorm,1,5,5,0
122,732893,RxNorm,1,4,14,0
123,733008,RxNorm,1,1,1,0
124,733301,RxNorm,1,2,8,0
125,734275,RxNorm,1,3,4,0
126,734281,RxNorm,1,2,3,0
127,734354,RxNorm,1,4,4,0
128,735951,RxNorm,1,1,1,0
129,735972,RxNorm,1,1,1,0
130,735979,RxNorm,1,1,2,0
131,736021,RxNorm,1,1,1,0
132,739138,RxNorm,1,5,7,0
133,739209,RxNorm,1,4,8,0
134,740275,RxNorm,1,1,2,0
135,740910,RxNorm,1,4,4,0
136,742267,RxNorm,1,3,5,0
137,742303,RxNorm,1,3,9,0
138,744740,RxNorm,1,10,13,0
139,745466,RxNorm,1,4,20,0
140,750982,RxNorm,1,4,15,0
141,752061,RxNorm,1,3,6,0
142,752095,RxNorm,1,2,4,0
143,752205,RxNorm,1,1,1,0
144,752209,RxNorm,1,2,5,0
145,753626,RxNorm,1,49,51,0
146,753629,RxNorm,1,5,6,0
147,755695,RxNorm,1,4,10,0
148,766529,RxNorm,1,16,16,0
149,766814,RxNorm,1,14,17,0
150,766819,RxNorm,1,2,6,0
151,766820,RxNorm,1,14,29,0
152,766842,RxNorm,1,1,1,0
153,766923,RxNorm,1,5,13,0
154,777221,RxNorm,1,8,9,0
155,778474,RxNorm,1,2,2,0
156,778478,RxNorm,1,2,2,0
157,778711,RxNorm,1,3,3,0
158,778765,RxNorm,1,3,4,0
159,781039,RxNorm,1,5,11,0
160,781062,RxNorm,1,2,6,0
161,781182,RxNorm,1,5,9,0
162,785649,RxNorm,1,1,1,0
163,785788,RxNorm,1,11,18,0
164,785821,RxNorm,1,2,5,0
165,785842,RxNorm,1,3,5,0
166,791967,RxNorm,1,48,73,0
167,793238,RxNorm,1,1,1,0
168,793244,RxNorm,1,1,1,0
169,797399,RxNorm,1,15,26,0
170,797415,RxNorm,1,1,1,0
171,797617,RxNorm,1,6,8,0
172,797632,RxNorm,1,2,2,0
173,798874,RxNorm,1,6,7,0
174,798875,RxNorm,1,5,9,0
175,798876,RxNorm,1,1,1,0
176,836208,RxNorm,1,2,2,0
177,901318,RxNorm,1,6,6,0
178,901656,RxNorm,1,14,21,0
179,902427,RxNorm,1,2,3,0
180,902616,RxNorm,1,4,8,0
181,902722,RxNorm,1,3,3,0
182,902807,RxNorm,1,3,7,0
183,903963,RxNorm,1,5,6,0
184,904453,RxNorm,1,2,2,0
185,906780,RxNorm,1,20,20,0
186,906891,RxNorm,1,3,3,0
187,907013,RxNorm,1,6,11,0
188,907016,RxNorm,1,2,9,0
189,907020,RxNorm,1,5,8,0
190,907879,RxNorm,1,9,12,0
191,908523,RxNorm,1,9,9,0
192,909440,RxNorm,1,1,1,0
193,909502,RxNorm,1,1,1,0
194,909841,RxNorm,1,4,5,0
195,911064,RxNorm,1,1,1,0
196,914335,RxNorm,1,5,5,0
197,915175,RxNorm,1,6,9,0
198,915209,RxNorm,1,1,1,0
199,915542,RxNorm,1,3,5,0
200,915981,RxNorm,1,6,9,0
201,917006,RxNorm,1,4,5,0
202,919204,RxNorm,1,3,4,0
203,920293,RxNorm,1,1,1,0
204,922570,RxNorm,1,13,13,0
205,922802,RxNorm,1,5,5,0
206,923540,RxNorm,1,4,4,0
207,923541,RxNorm,1,3,3,0
208,923645,RxNorm,1,21,36,0
209,923672,RxNorm,1,3,3,0
210,923829,RxNorm,1,2,2,0
211,924566,RxNorm,1,11,11,0
212,924939,RxNorm,1,65,81,0
213,925636,RxNorm,1,5,5,0
214,927478,RxNorm,1,5,9,0
215,929435,RxNorm,1,2,3,0
216,929887,RxNorm,1,8,8,0
217,931973,RxNorm,1,3,4,0
218,932745,RxNorm,1,1,1,0
219,932777,RxNorm,1,1,2,0
220,933724,RxNorm,1,3,3,0
221,938205,RxNorm,1,10,14,0
222,938268,RxNorm,1,76,126,0
223,938330,RxNorm,1,75,183,0
224,939506,RxNorm,1,16,18,0
225,939510,RxNorm,1,4,9,0
226,939832,RxNorm,1,5,7,0
227,939871,RxNorm,1,37,131,0
228,939881,RxNorm,1,1,2,0
229,939903,RxNorm,1,1,2,0
230,939976,RxNorm,1,7,7,0
231,941258,RxNorm,1,84,143,0
232,942350,RxNorm,1,7,15,0
233,942384,RxNorm,1,4,41,0
234,942385,RxNorm,1,2,3,0
235,943030,RxNorm,1,3,5,0
236,948078,RxNorm,1,40,58,0
237,948080,RxNorm,1,29,49,0
238,948582,RxNorm,1,5,8,0
239,948856,RxNorm,1,10,13,0
240,948890,RxNorm,1,9,17,0
241,950056,RxNorm,1,9,11,0
242,950637,RxNorm,1,1,3,0
243,950641,RxNorm,1,1,3,0
244,951279,RxNorm,1,1,1,0
245,951469,RxNorm,1,3,3,0
246,951511,RxNorm,1,11,11,0
247,951530,RxNorm,1,3,7,0
248,951535,RxNorm,1,2,2,0
249,952004,RxNorm,1,6,8,0
250,953076,RxNorm,1,39,46,0
251,953102,RxNorm,1,31,49,0
252,954688,RxNorm,1,2,4,0
253,956874,RxNorm,1,54,88,0
254,956877,RxNorm,1,1,1,0
255,957136,RxNorm,1,16,29,0
256,957797,RxNorm,1,1,4,0
257,958999,RxNorm,1,1,1,0
258,961047,RxNorm,1,25,29,0
259,961050,RxNorm,1,23,49,0
260,961145,RxNorm,1,1,1,0
261,962398,RxNorm,1,3,3,0
262,963359,RxNorm,1,14,15,0
263,964339,RxNorm,1,1,1,0
264,964362,RxNorm,1,1,2,0
265,965748,RxNorm,1,8,16,0
266,966010,RxNorm,1,8,9,0
267,966991,RxNorm,1,23,31,0
268,967434,RxNorm,1,18,26,0
269,967823,RxNorm,1,100,201,0
270,967861,RxNorm,1,3,5,0
271,968274,RxNorm,1,4,4,0
272,968304,RxNorm,1,4,6,0
273,968984,RxNorm,1,1,1,0
274,968985,RxNorm,1,3,4,0
275,970250,RxNorm,1,7,16,0
276,970282,RxNorm,1,2,2,0
277,974166,RxNorm,1,6,9,0
278,975125,RxNorm,1,8,9,0
279,980311,RxNorm,1,1,1,0
280,981709,RxNorm,1,1,3,0
281,985247,RxNorm,1,11,14,0
282,986417,RxNorm,1,34,49,0
283,987245,RxNorm,1,16,22,0
284,987250,RxNorm,1,15,50,0
285,987272,RxNorm,1,1,2,0
286,988095,RxNorm,1,3,3,0
287,988294,RxNorm,1,2,2,0
288,989878,RxNorm,1,52,79,0
289,989898,RxNorm,1,1,1,0
290,990499,RxNorm,1,28,36,0
291,990760,RxNorm,1,3,4,0
292,991710,RxNorm,1,28,36,0
293,991764,RxNorm,1,20,46,0
294,991876,RxNorm,1,5,6,0
295,992590,RxNorm,1,5,5,0
296,992673,RxNorm,1,5,12,0
297,992956,RxNorm,1,37,44,0
298,993631,RxNorm,1,15,18,0
299,993653,RxNorm,1,15,29,0
300,994058,RxNorm,1,1,1,0
301,994341,RxNorm,1,3,3,0
302,996416,RxNorm,1,3,3,0
303,997881,RxNorm,1,6,6,0
304,997892,RxNorm,1,3,3,0
305,997997,RxNorm,1,2,2,0
306,998415,RxNorm,1,4,4,0
307,1000560,RxNorm,1,66,98,0
308,1000632,RxNorm,1,2,3,0
309,1036228,RxNorm,1,5,9,0
310,1036233,RxNorm,1,5,15,0
311,1037005,RxNorm,1,4,4,0
312,1037007,RxNorm,1,4,4,0
313,1101554,RxNorm,1,3,4,0
314,1101556,RxNorm,1,1,1,0
315,1102527,RxNorm,1,7,9,0
316,1103314,RxNorm,1,23,26,0
317,1103640,RxNorm,1,2,3,0
318,1106776,RxNorm,1,8,12,0
319,1107830,RxNorm,1,2,2,0
320,1107882,RxNorm,1,1,1,0
321,1110410,RxNorm,1,52,61,0
322,1112807,RxNorm,1,50,92,0
323,1112839,RxNorm,1,2,3,0
324,1112892,RxNorm,1,3,4,0
325,1112921,RxNorm,1,35,43,0
326,1113076,RxNorm,1,23,36,0
327,1113078,RxNorm,1,1,1,0
328,1113079,RxNorm,1,8,9,0
329,1113346,RxNorm,1,43,106,0
330,1114220,RxNorm,1,3,3,0
331,1115008,RxNorm,1,3,3,0
332,1116109,RxNorm,1,1,1,0
333,1119510,RxNorm,1,5,6,0
334,1124957,RxNorm,1,64,102,0
335,1125315,RxNorm,1,89,169,0
336,1126658,RxNorm,1,44,67,0
337,1127433,RxNorm,1,60,133,0
338,1129625,RxNorm,1,13,17,0
339,1134439,RxNorm,1,3,3,0
340,1134771,RxNorm,1,3,7,0
341,1135766,RxNorm,1,37,40,0
342,1136601,RxNorm,1,5,5,0
343,1136682,RxNorm,1,5,6,0
344,1136754,RxNorm,1,1,1,0
345,1136980,RxNorm,1,19,19,0
346,1137529,RxNorm,1,7,8,0
347,1139042,RxNorm,1,3,3,0
348,1139059,RxNorm,1,1,4,0
349,1139699,RxNorm,1,3,3,0
350,1149196,RxNorm,1,1,1,0
351,1149380,RxNorm,1,15,25,0
352,1153013,RxNorm,1,2,2,0
353,1153428,RxNorm,1,1,1,0
354,1154029,RxNorm,1,39,44,0
355,1154062,RxNorm,1,1,1,0
356,1154063,RxNorm,1,1,1,0
357,1154332,RxNorm,1,2,2,0
358,1154343,RxNorm,1,43,61,0
359,1154615,RxNorm,1,2,3,0
360,1163944,RxNorm,1,15,19,0
361,1167322,RxNorm,1,9,21,0
362,1167323,RxNorm,1,9,27,0
363,1174888,RxNorm,1,4,12,0
364,1175625,LOINC,1,55,1407,0
365,1177480,RxNorm,1,18,21,0
366,1178663,RxNorm,1,1,1,0
367,1178665,RxNorm,1,1,1,0
368,1192218,RxNorm,1,2,3,0
369,1192221,RxNorm,1,2,3,0
370,1192710,RxNorm,1,1,1,0
371,1201620,RxNorm,1,2,2,0
372,1300153,RxNorm,1,2,2,0
373,1300673,RxNorm,1,1,1,0
374,1301025,RxNorm,1,17,18,0
375,1301125,RxNorm,1,4,7,0
376,1301165,RxNorm,1,1,2,0
377,1301168,RxNorm,1,1,3,0
378,1304565,RxNorm,1,3,4,0
379,1304850,RxNorm,1,1,4,0
380,1305058,RxNorm,1,1,1,0
381,1307046,RxNorm,1,56,122,0
382,1307863,RxNorm,1,3,3,0
383,1308216,RxNorm,1,22,40,0
384,1308250,RxNorm,1,5,10,0
385,1308251,RxNorm,1,14,30,0
386,1308368,RxNorm,1,5,8,0
387,1308738,RxNorm,1,13,25,0
388,1308842,RxNorm,1,2,2,0
389,1308851,RxNorm,1,1,1,0
390,1308877,RxNorm,1,1,1,0
391,1308972,RxNorm,1,4,9,0
392,1309188,RxNorm,1,1,1,0
393,1309190,RxNorm,1,1,1,0
394,1309944,RxNorm,1,20,24,0
395,1309992,RxNorm,1,14,29,0
396,1309999,RxNorm,1,2,3,0
397,1310149,RxNorm,1,23,32,0
398,1311078,RxNorm,1,1,3,0
399,1311105,RxNorm,1,1,6,0
400,1311799,RxNorm,1,1,1,0
401,1313200,RxNorm,1,1,1,0
402,1314002,RxNorm,1,8,12,0
403,1314008,RxNorm,1,5,13,0
404,1318137,RxNorm,1,9,9,0
405,1318853,RxNorm,1,2,4,0
406,1319133,RxNorm,1,3,3,0
407,1321341,RxNorm,1,25,30,0
408,1322184,RxNorm,1,10,15,0
409,1322185,RxNorm,1,4,6,0
410,1322189,RxNorm,1,2,2,0
411,1326303,RxNorm,1,10,19,0
412,1328165,RxNorm,1,15,32,0
413,1328689,RxNorm,1,6,24,0
414,1332418,RxNorm,1,15,31,0
415,1332419,RxNorm,1,13,44,0
416,1333357,RxNorm,1,1,1,0
417,1333372,RxNorm,1,1,1,0
418,1334456,RxNorm,1,1,1,0
419,1334460,RxNorm,1,1,3,0
420,1337720,RxNorm,1,2,4,0
421,1337860,RxNorm,1,4,6,0
422,1340128,RxNorm,1,5,5,0
423,1340161,RxNorm,1,2,4,0
424,1341927,RxNorm,1,1,2,0
425,1342001,RxNorm,1,2,2,0
426,1343916,RxNorm,1,8,8,0
427,1344143,RxNorm,1,27,33,0
428,1344244,RxNorm,1,3,5,0
429,1344245,RxNorm,1,1,1,0
430,1344905,RxNorm,1,1,1,0
431,1344909,RxNorm,1,1,1,0
432,1346823,RxNorm,1,5,11,0
433,1346990,RxNorm,1,2,3,0
434,1347384,RxNorm,1,2,5,0
435,1347386,RxNorm,1,2,5,0
436,1347387,RxNorm,1,2,2,0
437,1347450,RxNorm,1,15,16,0
438,1350489,RxNorm,1,1,1,0
439,1350490,RxNorm,1,1,1,0
440,1350504,RxNorm,1,1,1,0
441,1353228,RxNorm,1,1,1,0
442,1353578,RxNorm,1,1,1,0
443,1353766,RxNorm,1,4,12,0
444,1353776,RxNorm,1,1,2,0
445,1360421,RxNorm,1,1,1,0
446,1361662,RxNorm,1,2,2,0
447,1361711,RxNorm,1,29,33,0
448,1362979,RxNorm,1,1,1,0
449,1363053,RxNorm,1,1,1,0
450,1363059,RxNorm,1,1,1,0
451,1366754,RxNorm,1,69,235,0
452,1367500,RxNorm,1,5,15,0
453,1367571,RxNorm,1,92,172,0
454,1368671,RxNorm,1,2,2,0
455,1369939,RxNorm,1,1,1,0
456,1370109,RxNorm,1,1,2,0
457,1373928,RxNorm,1,39,49,0
458,1377141,RxNorm,1,2,5,0
459,1377163,RxNorm,1,2,23,0
460,1379525,RxNorm,1,1,1,0
461,1383815,RxNorm,1,8,23,0
462,1383849,RxNorm,1,1,1,0
463,1383851,RxNorm,1,1,1,0
464,1383869,RxNorm,1,1,1,0
465,1383925,RxNorm,1,4,7,0
466,1383988,RxNorm,1,1,1,0
467,1386957,RxNorm,1,12,12,0
468,1387458,RxNorm,1,7,12,0
469,1395058,RxNorm,1,1,1,0
470,1395073,RxNorm,1,1,4,0
471,1395557,RxNorm,1,1,2,0
472,1396012,RxNorm,1,1,1,0
473,1396131,RxNorm,1,10,19,0
474,1396154,RxNorm,1,9,22,0
475,1398937,RxNorm,1,7,13,0
476,1399177,RxNorm,1,3,3,0
477,1399178,RxNorm,1,3,5,0
478,1436678,RxNorm,1,2,5,0
479,1501309,RxNorm,1,1,1,0
480,1501700,RxNorm,1,17,45,0
481,1502905,RxNorm,1,25,57,0
482,1503297,RxNorm,1,11,13,0
483,1504620,RxNorm,1,2,3,0
484,1504621,RxNorm,1,1,1,0
485,1504672,RxNorm,1,2,3,0
486,1506270,RxNorm,1,5,7,0
487,1507835,RxNorm,1,10,11,0
488,1507838,RxNorm,1,5,7,0
489,1510813,RxNorm,1,8,11,0
490,1511646,RxNorm,1,1,1,0
491,1512446,RxNorm,1,1,1,0
492,1513876,RxNorm,1,2,3,0
493,1513912,RxNorm,1,2,10,0
494,1517070,RxNorm,1,4,4,0
495,1517824,RxNorm,1,6,11,0
496,1517827,RxNorm,1,1,1,0
497,1517989,RxNorm,1,1,1,0
498,1518013,RxNorm,1,1,1,0
499,1518254,RxNorm,1,10,12,0
500,1518261,RxNorm,1,1,2,0
501,1518292,RxNorm,1,3,4,0
502,1522957,RxNorm,1,5,6,0
503,1526475,RxNorm,1,3,8,0
504,1526476,RxNorm,1,1,2,0
505,1537655,RxNorm,1,1,1,0
506,1537684,RxNorm,1,1,1,0
507,1539403,RxNorm,1,18,24,0
508,1539407,RxNorm,1,7,12,0
509,1539463,RxNorm,1,12,22,0
510,1545958,RxNorm,1,24,60,0
511,1545959,RxNorm,1,1,4,0
512,1545996,RxNorm,1,9,19,0
513,1545997,RxNorm,1,4,10,0
514,1545998,RxNorm,1,1,1,0
515,1545999,RxNorm,1,1,2,0
516,1548111,RxNorm,1,1,1,0
517,1548160,RxNorm,1,1,3,0
518,1549080,RxNorm,1,1,1,0
519,1549218,RxNorm,1,1,1,0
520,1550023,RxNorm,1,28,60,0
521,1550557,RxNorm,1,3,5,0
522,1551099,RxNorm,1,5,5,0
523,1551101,RxNorm,1,2,9,0
524,1551123,RxNorm,1,1,1,0
525,1551170,RxNorm,1,3,9,0
526,1551192,RxNorm,1,1,3,0
527,1551803,RxNorm,1,3,8,0
528,1551860,RxNorm,1,4,5,0
529,1551924,RxNorm,1,1,3,0
530,1551983,RxNorm,1,2,3,0
531,1555120,RxNorm,1,3,3,0
532,1555142,RxNorm,1,3,5,0
533,1558242,RxNorm,1,1,3,0
534,1559684,RxNorm,1,2,3,0
535,1560163,RxNorm,1,1,1,0
536,1560171,RxNorm,1,6,8,0
537,1560278,RxNorm,1,62,108,0
538,1560524,RxNorm,1,90,163,0
539,1560525,RxNorm,1,43,117,0
540,1560751,RxNorm,1,67,183,0
541,1567198,RxNorm,1,1,2,0
542,1567232,RxNorm,1,1,7,0
543,1580747,RxNorm,1,1,1,0
544,1592526,RxNorm,1,1,2,0
545,1592539,RxNorm,1,12,20,0
546,1592668,RxNorm,1,1,2,0
547,1593063,RxNorm,1,14,24,0
548,1593611,RxNorm,1,38,153,0
549,1593698,RxNorm,1,19,51,0
550,1593966,RxNorm,1,11,30,0
551,1593969,RxNorm,1,24,39,0
552,1594229,RxNorm,1,2,3,0
553,1594705,RxNorm,1,1,2,0
554,1594711,RxNorm,1,1,1,0
555,1596977,RxNorm,1,56,176,0
556,1596999,RxNorm,1,1,2,0
557,1636780,RxNorm,1,1,1,0
558,1703069,RxNorm,1,2,3,0
559,1703687,RxNorm,1,4,15,0
560,1703691,RxNorm,1,3,34,0
561,1705674,RxNorm,1,10,13,0
562,1705676,RxNorm,1,1,1,0
563,1707164,RxNorm,1,23,35,0
564,1707346,RxNorm,1,13,23,0
565,1707348,RxNorm,1,19,36,0
566,1707687,RxNorm,1,55,80,0
567,1709170,RxNorm,1,13,14,0
568,1710281,RxNorm,1,2,3,0
569,1710316,RxNorm,1,2,5,0
570,1712889,RxNorm,1,1,2,0
571,1712912,RxNorm,1,1,4,0
572,1713332,RxNorm,1,5,6,0
573,1713694,RxNorm,1,1,2,0
574,1714277,RxNorm,1,1,4,0
575,1714278,RxNorm,1,1,8,0
576,1714279,RxNorm,1,1,2,0
577,1714303,RxNorm,1,1,4,0
578,1715117,RxNorm,1,1,1,0
579,1716903,RxNorm,1,1,1,0
580,1717240,RxNorm,1,1,1,0
581,1717327,RxNorm,1,10,10,0
582,1717963,RxNorm,1,2,2,0
583,1718696,RxNorm,1,7,12,0
584,1718698,RxNorm,1,21,63,0
585,1718752,RxNorm,1,47,146,0
586,1719046,RxNorm,1,5,5,0
587,1734104,RxNorm,1,10,11,0
588,1735947,RxNorm,1,4,7,0
589,1736887,RxNorm,1,2,2,0
590,1736892,RxNorm,1,1,1,0
591,1738521,RxNorm,1,5,5,0
592,1741122,RxNorm,1,19,23,0
593,1741309,RxNorm,1,1,1,0
594,1742253,RxNorm,1,17,21,0
595,1742257,RxNorm,1,1,1,0
596,1742258,RxNorm,1,5,6,0
597,1742282,RxNorm,1,5,5,0
598,1742284,RxNorm,1,4,8,0
599,1742432,RxNorm,1,1,1,0
600,1746114,RxNorm,1,19,23,0
601,1746940,RxNorm,1,7,7,0
602,1748921,RxNorm,1,1,1,0
603,1748975,RxNorm,1,29,35,0
604,1749008,RxNorm,1,1,1,0
605,1750500,RxNorm,1,2,3,0
606,1750501,RxNorm,1,2,3,0
607,1754994,RxNorm,1,12,13,0
608,1754996,RxNorm,1,1,1,0
609,1756831,RxNorm,1,1,1,0
610,1759842,RxNorm,1,4,5,0
611,1771162,RxNorm,1,33,33,0
612,1776684,RxNorm,1,6,6,0
613,1777087,RxNorm,1,1,1,0
614,1777806,RxNorm,1,28,39,0
615,1784444,RxNorm,1,1,1,0
616,1784447,RxNorm,1,1,1,0
617,1786617,RxNorm,1,1,1,0
618,1786621,RxNorm,1,3,3,0
619,1790812,RxNorm,1,44,45,0
620,1790982,RxNorm,1,44,50,0
621,1797513,RxNorm,1,25,40,0
622,1797515,RxNorm,1,6,8,0
623,1799139,RxNorm,1,3,3,0
624,1799140,RxNorm,1,3,3,0
625,1836241,RxNorm,1,8,8,0
626,1836430,RxNorm,1,9,12,0
627,1836433,RxNorm,1,4,8,0
628,1836434,RxNorm,1,9,12,0
629,1836452,RxNorm,1,2,3,0
630,3000067,LOINC,1,9,26,0
631,3000068,LOINC,1,9,15,0
632,3000099,LOINC,1,11,22,0
633,3000285,LOINC,1,56,140,0
634,3000298,LOINC,1,2,17,0
635,3000330,LOINC,1,86,674,0
636,3000348,LOINC,1,86,674,0
637,3000456,LOINC,1,12,338,0
638,3000461,LOINC,1,52,698,0
639,3000483,LOINC,1,57,261,0
640,3000593,LOINC,1,23,45,0
641,3000764,LOINC,1,20,33,0
642,3000905,LOINC,1,1,16,0
643,3000941,LOINC,1,3,4,0
644,3000963,LOINC,1,100,6505,0
645,3001062,LOINC,1,48,298,0
646,3001122,LOINC,1,32,142,0
647,3001137,LOINC,1,1,4,0
648,3001308,LOINC,1,6,10,0
649,3001318,LOINC,1,29,114,0
650,3001405,LOINC,1,2,17,0
651,3001472,LOINC,1,2,7,0
652,3001494,LOINC,1,76,532,0
653,3001582,LOINC,1,9,30,0
654,3001893,LOINC,1,5,5,0
655,3001950,LOINC,1,5,6,0
656,3002020,LOINC,1,20,66,0
657,3002030,LOINC,1,1,16,0
658,3002091,LOINC,1,5,32,0
659,3002113,LOINC,1,30,806,0
660,3002153,LOINC,1,1,1,0
661,3002179,LOINC,1,30,396,0
662,3002331,LOINC,1,6,15,0
663,3002400,LOINC,1,30,114,0
664,3002620,LOINC,1,1,2,0
665,3002827,LOINC,1,8,46,0
666,3002850,LOINC,1,11,18,0
667,3002888,LOINC,1,51,1495,0
668,3002908,LOINC,1,1,2,0
669,3003105,LOINC,1,24,57,0
670,3003132,LOINC,1,25,35,0
671,3003181,LOINC,1,35,174,0
672,3003282,LOINC,1,100,5400,0
673,3003381,LOINC,1,1,16,0
674,3003396,LOINC,1,63,623,0
675,3003403,LOINC,1,7,8,0
676,3003434,LOINC,1,8,9,0
677,3003709,LOINC,1,26,86,0
678,3003739,LOINC,1,1,43,0
679,3003785,LOINC,1,9,18,0
680,3003793,LOINC,1,1,1,0
681,3003906,LOINC,1,5,9,0
682,3004169,LOINC,1,29,52,0
683,3004249,LOINC,1,59,9661,0
684,3004295,LOINC,1,98,925,0
685,3004297,LOINC,1,30,963,0
686,3004305,LOINC,1,2,7,0
687,3004327,LOINC,1,91,2956,0
688,3004354,LOINC,1,15,26,0
689,3004410,LOINC,1,44,230,0
690,3004501,LOINC,1,100,3597,0
691,3004588,LOINC,1,13,16,0
692,3004616,LOINC,1,1,2,0
693,3004698,LOINC,1,3,753,0
694,3004722,LOINC,1,1,2,0
695,3004837,LOINC,1,1,1,0
696,3004905,LOINC,1,46,119,0
697,3004921,LOINC,1,54,1130,0
698,3004962,LOINC,1,1,76,0
699,3005087,LOINC,1,6,9,0
700,3005131,LOINC,1,44,115,0
701,3005158,LOINC,1,8,15,0
702,3005309,LOINC,1,28,90,0
703,3005456,LOINC,1,69,299,0
704,3005460,LOINC,1,1,1,0
705,3005481,LOINC,1,4,66,0
706,3005555,LOINC,1,15,217,0
707,3005606,LOINC,1,12,325,0
708,3005629,LOINC,1,14,19,0
709,3005686,LOINC,1,5,30,0
710,3005715,LOINC,1,33,153,0
711,3005719,LOINC,1,14,52,0
712,3005854,LOINC,1,15,132,0
713,3005897,LOINC,1,86,674,0
714,3005984,LOINC,1,30,60,0
715,3006122,LOINC,1,20,47,0
