id,concept_id,vocabulary_id,dataset_id,count_persons_rows,count_concepts_rows,count_secondary_concepts_rows
340,373474,SNOMED,2,1,2,0
341,373748,SNOMED,2,2,4,0
342,373764,SNOMED,2,5,10,0
343,373995,SNOMED,2,8,19,0
344,374009,SNOMED,2,2,4,0
345,374022,SNOMED,2,1,2,0
346,374028,SNOMED,2,1,2,0
347,374375,SNOMED,2,1,2,0
348,374888,SNOMED,2,1,2,0
349,374915,SNOMED,2,1,2,0
350,374919,SNOMED,2,1,3,0
351,375415,SNOMED,2,2,6,0
352,375519,SNOMED,2,5,12,0
353,375545,SNOMED,2,1,2,0
354,376063,SNOMED,2,2,4,0
355,376065,SNOMED,2,1,6,0
356,376112,SNOMED,2,1,6,0
357,376208,SNOMED,2,1,4,0
358,376229,SNOMED,2,1,2,0
359,376382,SNOMED,2,1,2,0
360,376552,SNOMED,2,1,2,0
361,376683,SNOMED,2,1,2,0
362,376690,SNOMED,2,4,9,0
363,376713,SNOMED,2,3,6,0
364,376961,SNOMED,2,1,2,0
365,377091,SNOMED,2,5,10,0
366,377290,SNOMED,2,1,2,0
367,377550,SNOMED,2,2,4,0
368,377604,SNOMED,2,2,4,0
369,377830,SNOMED,2,2,4,0
370,377845,SNOMED,2,1,2,0
371,377889,SNOMED,2,2,4,0
372,378087,SNOMED,2,1,2,0
373,378165,SNOMED,2,1,2,0
374,378253,SNOMED,2,3,6,0
375,378419,SNOMED,2,1,2,0
376,378421,SNOMED,2,2,4,0
377,378427,SNOMED,2,1,2,0
378,378756,SNOMED,2,1,2,0
379,380378,SNOMED,2,5,16,0
380,381549,SNOMED,2,2,4,0
381,381591,SNOMED,2,1,2,0
382,381859,SNOMED,2,1,2,0
383,432250,SNOMED,2,1,2,0
384,432289,SNOMED,2,1,2,0
385,432295,SNOMED,2,1,2,0
386,432303,SNOMED,2,1,8,0
387,432436,SNOMED,2,2,4,0
388,432508,SNOMED,2,1,2,0
389,432513,SNOMED,2,1,2,0
390,432545,SNOMED,2,5,10,0
391,432585,SNOMED,2,9,20,0
392,432589,SNOMED,2,1,2,0
393,432789,SNOMED,2,4,4,0
394,432845,SNOMED,2,1,2,0
395,432863,SNOMED,2,1,2,0
396,432867,SNOMED,2,47,206,0
397,432870,SNOMED,2,20,51,0
398,432875,SNOMED,2,3,6,0
399,432881,SNOMED,2,3,7,0
400,432923,SNOMED,2,1,2,0
401,432933,SNOMED,2,1,2,0
402,433031,SNOMED,2,1,2,0
403,433163,SNOMED,2,7,16,0
404,433316,SNOMED,2,1,2,0
405,433405,SNOMED,2,1,2,0
406,433440,SNOMED,2,1,2,0
407,433450,SNOMED,2,1,10,0
408,433456,SNOMED,2,1,2,0
409,433515,SNOMED,2,1,2,0
410,433516,SNOMED,2,1,2,0
411,433595,SNOMED,2,2,4,0
412,433656,SNOMED,2,1,2,0
413,433658,SNOMED,2,1,1,0
414,433701,SNOMED,2,1,4,0
415,433716,SNOMED,2,1,7,0
416,433735,SNOMED,2,1,2,0
417,433736,SNOMED,2,20,78,0
418,433753,SNOMED,2,60,260,0
419,433930,SNOMED,2,2,2,0
420,433933,SNOMED,2,1,2,0
421,433942,SNOMED,2,7,7,0
422,433968,SNOMED,2,5,10,0
423,433991,SNOMED,2,1,2,0
424,433996,SNOMED,2,1,2,0
425,434004,SNOMED,2,5,10,0
426,434005,SNOMED,2,2,13,0
427,434056,SNOMED,2,4,9,0
428,434281,SNOMED,2,1,5,0
429,434293,SNOMED,2,1,2,0
430,434300,SNOMED,2,2,4,0
431,434327,SNOMED,2,2,4,0
432,434493,SNOMED,2,1,2,0
433,434547,SNOMED,2,8,17,0
434,434610,SNOMED,2,13,36,0
435,434622,SNOMED,2,1,2,0
436,434626,SNOMED,2,2,4,0
437,434657,SNOMED,2,2,4,0
438,434814,SNOMED,2,7,18,0
439,434875,SNOMED,2,1,2,0
440,434894,SNOMED,2,18,48,0
441,435082,SNOMED,2,1,2,0
442,435149,SNOMED,2,2,4,0
443,435220,SNOMED,2,1,2,0
444,435224,SNOMED,2,2,4,0
445,435226,SNOMED,2,1,2,0
446,435236,SNOMED,2,1,2,0
447,435243,SNOMED,2,10,30,0
448,435308,SNOMED,2,1,2,0
449,435367,SNOMED,2,1,2,0
450,435459,SNOMED,2,2,4,0
451,435463,SNOMED,2,1,2,0
452,435508,SNOMED,2,1,2,0
453,435509,SNOMED,2,1,3,0
454,435511,SNOMED,2,1,2,0
455,435515,SNOMED,2,18,60,0
456,435517,SNOMED,2,19,49,0
457,435726,SNOMED,2,1,2,0
458,435742,SNOMED,2,1,4,0
459,435783,SNOMED,2,2,4,0
460,435788,SNOMED,2,7,15,0
461,435796,SNOMED,2,8,18,0
462,435829,SNOMED,2,3,6,0
463,435839,SNOMED,2,1,2,0
464,435850,SNOMED,2,1,2,0
465,435928,SNOMED,2,5,5,0
466,435933,SNOMED,2,2,4,0
467,436003,SNOMED,2,1,2,0
468,436073,SNOMED,2,4,12,0
469,436079,SNOMED,2,1,2,0
470,436093,SNOMED,2,2,4,0
471,436096,SNOMED,2,9,38,0
472,436148,SNOMED,2,2,4,0
473,436222,SNOMED,2,5,12,0
474,436230,SNOMED,2,2,4,0
475,436238,SNOMED,2,4,14,0
476,436252,SNOMED,2,1,2,0
477,436292,SNOMED,2,1,1,0
478,436315,SNOMED,2,1,1,0
479,436339,SNOMED,2,2,4,0
480,436348,SNOMED,2,1,2,0
481,436581,SNOMED,2,1,2,0
482,436583,SNOMED,2,8,10,0
483,436659,SNOMED,2,7,28,0
484,436665,SNOMED,2,2,6,0
485,436676,SNOMED,2,5,12,0
486,436677,SNOMED,2,1,2,0
487,436882,SNOMED,2,1,1,0
488,436940,SNOMED,2,1,2,0
489,436944,SNOMED,2,1,2,0
490,436953,SNOMED,2,2,4,0
491,436954,SNOMED,2,2,6,0
492,436962,SNOMED,2,9,24,0
493,437082,SNOMED,2,1,2,0
494,437116,SNOMED,2,1,2,0
495,437165,SNOMED,2,1,1,0
496,437175,SNOMED,2,2,2,0
497,437233,SNOMED,2,3,15,0
498,437246,SNOMED,2,2,4,0
499,437247,SNOMED,2,9,21,0
500,437257,SNOMED,2,2,4,0
501,437264,SNOMED,2,18,44,0
502,437312,SNOMED,2,6,12,0
503,437382,SNOMED,2,3,8,0
504,437390,SNOMED,2,11,24,0
505,437402,SNOMED,2,1,2,0
506,437474,SNOMED,2,4,10,0
507,437483,SNOMED,2,2,2,0
508,437498,SNOMED,2,1,6,0
509,437541,SNOMED,2,2,14,0
510,437544,SNOMED,2,1,2,0
511,437579,SNOMED,2,4,10,0
512,437663,SNOMED,2,3,12,0
513,437677,SNOMED,2,1,2,0
514,437738,SNOMED,2,1,1,0
515,437779,SNOMED,2,7,16,0
516,437827,SNOMED,2,15,58,0
517,437833,SNOMED,2,11,22,0
518,438046,SNOMED,2,5,5,0
519,438064,SNOMED,2,5,14,0
520,438130,SNOMED,2,1,4,0
521,438310,SNOMED,2,1,2,0
522,438329,SNOMED,2,2,4,0
523,438350,SNOMED,2,1,2,0
524,438383,SNOMED,2,1,2,0
525,438398,SNOMED,2,7,14,0
526,438406,SNOMED,2,1,6,0
527,438409,SNOMED,2,2,5,0
528,438469,SNOMED,2,1,2,0
529,438567,SNOMED,2,2,4,0
530,438595,SNOMED,2,2,4,0
531,438658,SNOMED,2,1,2,0
532,438664,SNOMED,2,2,4,0
533,438688,SNOMED,2,1,3,0
534,438699,SNOMED,2,1,2,0
535,438725,SNOMED,2,3,6,0
536,438730,SNOMED,2,5,11,0
537,438791,SNOMED,2,2,4,0
538,438950,SNOMED,2,1,1,0
539,439005,SNOMED,2,6,12,0
540,439215,SNOMED,2,2,4,0
541,439221,SNOMED,2,2,3,0
542,439222,SNOMED,2,2,2,0
543,439228,SNOMED,2,1,1,0
544,439233,SNOMED,2,2,4,0
545,439371,SNOMED,2,2,2,0
546,439408,SNOMED,2,5,12,0
547,439672,SNOMED,2,1,2,0
548,439674,SNOMED,2,2,4,0
549,439696,SNOMED,2,4,15,0
550,439703,SNOMED,2,1,4,0
551,439727,SNOMED,2,1,6,0
552,439777,SNOMED,2,25,78,0
553,439795,SNOMED,2,1,2,0
554,439944,SNOMED,2,1,2,0
555,439961,SNOMED,2,1,2,0
556,439981,SNOMED,2,1,2,0
557,439996,SNOMED,2,5,7,0
558,440029,SNOMED,2,1,2,0
559,440276,SNOMED,2,1,2,0
560,440279,SNOMED,2,18,23,0
561,440320,SNOMED,2,5,16,0
562,440321,SNOMED,2,1,2,0
563,440360,SNOMED,2,1,2,0
564,440372,SNOMED,2,2,4,0
565,440383,SNOMED,2,16,58,0
566,440385,SNOMED,2,1,2,0
567,440387,SNOMED,2,1,2,0
568,440392,SNOMED,2,1,2,0
569,440417,SNOMED,2,1,2,0
570,440424,SNOMED,2,4,8,0
571,440530,SNOMED,2,3,6,0
572,440556,SNOMED,2,1,2,0
573,440674,SNOMED,2,11,51,0
574,440853,SNOMED,2,1,2,0
575,440856,SNOMED,2,1,2,0
576,440897,SNOMED,2,1,2,0
577,440922,SNOMED,2,12,25,0
578,440927,SNOMED,2,15,26,0
579,440940,SNOMED,2,3,6,0
580,440979,SNOMED,2,1,2,0
581,441192,SNOMED,2,1,1,0
582,441202,SNOMED,2,1,2,0
583,441206,SNOMED,2,1,1,0
584,441207,SNOMED,2,3,4,0
585,441246,SNOMED,2,1,2,0
586,441258,SNOMED,2,3,8,0
587,441266,SNOMED,2,1,2,0
588,441417,SNOMED,2,1,2,0
589,441536,SNOMED,2,4,8,0
590,441744,SNOMED,2,2,2,0
591,441749,SNOMED,2,3,3,0
592,441751,SNOMED,2,1,1,0
593,441764,SNOMED,2,1,1,0
594,441829,SNOMED,2,10,24,0
595,441830,SNOMED,2,1,2,0
596,441968,SNOMED,2,1,2,0
597,442019,SNOMED,2,19,42,0
598,442077,SNOMED,2,15,72,0
599,442104,SNOMED,2,1,2,0
600,442165,SNOMED,2,1,1,0
601,442555,SNOMED,2,1,2,0
602,442588,SNOMED,2,9,44,0
603,442752,SNOMED,2,1,2,0
604,442793,SNOMED,2,2,4,0
605,443194,SNOMED,2,2,4,0
606,443211,SNOMED,2,3,6,0
607,443216,SNOMED,2,1,2,0
608,443237,SNOMED,2,1,2,0
609,443238,SNOMED,2,5,20,0
610,443257,SNOMED,2,1,2,0
611,443340,SNOMED,2,1,1,0
612,443344,SNOMED,2,3,14,0
613,443345,SNOMED,2,2,2,0
614,443367,SNOMED,2,1,1,0
615,443370,SNOMED,2,2,2,0
616,443392,SNOMED,2,1,2,0
617,443447,SNOMED,2,6,12,0
618,443465,SNOMED,2,1,2,0
619,443530,SNOMED,2,3,6,0
620,443535,SNOMED,2,1,2,0
621,443548,SNOMED,2,1,1,0
622,443587,SNOMED,2,1,2,0
623,443597,SNOMED,2,12,52,0
624,443611,SNOMED,2,1,2,0
625,443612,SNOMED,2,3,12,0
626,443617,SNOMED,2,1,2,0
627,443729,SNOMED,2,1,4,0
628,443730,SNOMED,2,1,10,0
629,443731,SNOMED,2,2,6,0
630,443732,SNOMED,2,2,8,0
631,443734,SNOMED,2,3,6,0
632,443767,SNOMED,2,1,2,0
633,443782,SNOMED,2,1,2,0
634,443783,SNOMED,2,1,2,0
635,443792,SNOMED,2,1,4,0
636,443919,SNOMED,2,2,16,0
637,443923,SNOMED,2,1,2,0
638,444038,SNOMED,2,1,2,0
639,444044,SNOMED,2,14,28,0
640,444063,SNOMED,2,1,2,0
641,444070,SNOMED,2,7,14,0
642,444100,SNOMED,2,4,10,0
643,444101,SNOMED,2,4,20,0
644,444115,SNOMED,2,1,2,0
645,444198,SNOMED,2,1,2,0
646,444199,SNOMED,2,1,2,0
647,444206,SNOMED,2,1,2,0
648,444234,SNOMED,2,1,2,0
649,444375,SNOMED,2,1,2,0
650,444406,SNOMED,2,3,6,0
651,528323,RxNorm,2,1,1,0
652,581383,CMS Place of Service,2,17,59,0
653,581385,CMS Place of Service,2,31,153,0
654,703547,RxNorm,2,29,40,0
655,704943,RxNorm,2,1,1,0
656,704944,RxNorm,2,1,2,0
657,705103,RxNorm,2,4,7,0
658,705108,RxNorm,2,4,9,0
659,705944,RxNorm,2,2,2,0
660,708298,RxNorm,2,19,19,0
661,710062,RxNorm,2,2,3,0
662,711584,RxNorm,2,16,16,0
663,711586,RxNorm,2,8,13,0
664,711588,RxNorm,2,2,3,0
665,711589,RxNorm,2,3,4,0
666,711620,RxNorm,2,14,35,0
667,712615,RxNorm,2,3,10,0
668,712616,RxNorm,2,1,8,0
669,712620,RxNorm,2,1,3,0
670,712643,RxNorm,2,2,3,0
671,712649,RxNorm,2,1,1,0
672,713192,RxNorm,2,2,2,0
673,714785,RxNorm,2,1,2,0
674,715233,RxNorm,2,2,2,0
675,715235,RxNorm,2,2,5,0
676,715259,RxNorm,2,2,4,0
677,715939,RxNorm,2,5,7,0
678,715940,RxNorm,2,4,15,0
679,715965,RxNorm,2,1,1,0
680,715997,RxNorm,2,1,1,0
681,717136,RxNorm,2,16,16,0
682,717166,RxNorm,2,16,18,0
683,718583,RxNorm,2,9,24,0
684,718670,RxNorm,2,1,1,0
685,718754,RxNorm,2,5,7,0
686,719174,RxNorm,2,1,1,0
687,719311,RxNorm,2,1,2,0
688,722031,RxNorm,2,2,9,0
689,723013,RxNorm,2,11,17,0
690,723020,RxNorm,2,2,4,0
691,723042,RxNorm,2,9,16,0
692,725131,RxNorm,2,8,9,0
693,725173,RxNorm,2,2,2,0
694,725178,RxNorm,2,5,5,0
695,732893,RxNorm,2,4,14,0
696,733008,RxNorm,2,1,1,0
697,733301,RxNorm,2,2,8,0
698,734275,RxNorm,2,3,4,0
699,734281,RxNorm,2,2,3,0
700,734354,RxNorm,2,4,4,0
701,735951,RxNorm,2,1,1,0
702,735972,RxNorm,2,1,1,0
703,735979,RxNorm,2,1,2,0
704,736021,RxNorm,2,1,1,0
705,739138,RxNorm,2,5,7,0
706,739209,RxNorm,2,4,8,0
707,740275,RxNorm,2,1,2,0
708,740910,RxNorm,2,4,4,0
709,742267,RxNorm,2,3,5,0
710,742303,RxNorm,2,3,9,0
711,744740,RxNorm,2,10,13,0
712,745466,RxNorm,2,4,20,0
713,750982,RxNorm,2,4,15,0
714,752061,RxNorm,2,3,6,0
715,752095,RxNorm,2,2,4,0
716,752205,RxNorm,2,1,1,0
717,752209,RxNorm,2,2,5,0
718,753626,RxNorm,2,49,51,0
719,753629,RxNorm,2,5,6,0
720,755695,RxNorm,2,4,10,0
721,759852,SNOMED,2,2,5,0
722,759860,SNOMED,2,1,2,0
723,763021,SNOMED,2,1,2,0
724,763903,SNOMED,2,15,31,0
725,764123,SNOMED,2,13,57,0
726,766529,RxNorm,2,16,16,0
727,766814,RxNorm,2,14,17,0
728,766819,RxNorm,2,2,6,0
729,766820,RxNorm,2,14,29,0
730,766842,RxNorm,2,1,1,0
