id,widget_id,person_id,link_id,category,name,value,value_num,creator_id,datetime,deleted
17,3,NA,10,saved_settings,code,"d$person %>%
    dplyr::collect() %>%
    dplyr::mutate(birth_datetime = as.POSIXct(paste0(year_of_birth, ""-01-01""))) %>%
    dplyr::select(person_id, gender_concept_id, birth_datetime) %>%
    dplyr::left_join(
        d$visit_occurrence %>%
            dplyr::select(person_id, visit_start_datetime) %>%
            dplyr::collect() %>%
            dplyr::arrange(person_id, visit_start_datetime) %>%
            dplyr::group_by(person_id) %>%
            dplyr::slice(1) %>%
            dplyr::ungroup(),
        by = ""person_id""
    ) %>%
    dplyr::mutate(age = round(lubridate::interval(birth_datetime, visit_start_datetime) / lubridate::years(1), 1)) %>%
    ggplot2::ggplot(ggplot2::aes(x = age)) +
        ggplot2::geom_histogram(color = ""white"", fill = ""#2874A6"") +
        ggplot2::theme_minimal() +
        ggplot2::labs(
            x = ""Age"",
            y = ""Occurrences"",
            title = ""Age at first hospital admission""
        ) +
        ggplot2::theme(plot.title = ggplot2::element_text(hjust = 0.5, face = ""bold"")) +
        ggplot2::scale_x_continuous(limits = c(0, NA))",NA,NA,2024-09-04 09:40:23,0
18,3,NA,NA,widget_position,NA,w=6;h=24;x=4;y=0;,NA,NA,2024-09-04 09:40:29,0
19,4,NA,NA,widget_position,NA,w=12;h=34;x=0;y=0;,NA,NA,2024-09-04 10:03:49,0
20,4,NA,NA,saved_settings,file_name,Labo,NA,NA,2024-09-04 10:03:53,0
21,4,NA,20,saved_settings,prog_language,r,NA,NA,2024-09-04 10:12:25,0
22,4,NA,20,saved_settings,output,datatable,NA,NA,2024-09-04 10:12:25,0
23,4,NA,20,saved_settings,code,"d$data_person$measurement %>%
    dplyr::collect() %>%
    dplyr::left_join(
        d$concept %>% 
        dplyr::select(measurement_concept_id = concept_id, measurement_concept_name = concept_name),
        by = ""measurement_concept_id""
    ) %>%
    dplyr::filter(measurement_concept_id %in% c(
        3000963, # Hemoglobine
        3023314, # Hematocrit
        3024929, # Platelets
        3000905, # Leukocytes
        3019198, # Lymphocytes
        3017732, # Neutrophiles
        3020564, # Creatinine
        3006140, # Tot bilirubin
        3005772, # Conjugated bilirubin
        3018405, # Lactate
        3016293  # Bicarbonate
    )) %>%
    dplyr::select(measurement_concept_name, measurement_datetime, value_as_number) %>%
    dplyr::arrange(measurement_concept_name, measurement_datetime) %>%
    dplyr::group_by(measurement_concept_name, measurement_datetime) %>%
    # Add one minute in case of duplicate on measurement_datetime (and distinct value_as_number values)
    dplyr::mutate(
        dup_count = dplyr::if_else(duplicated(value_as_number), 0, dplyr::row_number() - 1),
        measurement_datetime = measurement_datetime + lubridate::minutes(dup_count)
    ) %>%
    dplyr::ungroup() %>%
    dplyr::select(-dup_count) %>%
    dplyr::group_by(measurement_concept_name) %>%
    tidyr::pivot_wider(names_from = ""measurement_concept_name"", values_from = ""value_as_number"", values_fn = list(value_as_number = dplyr::first)) %>%
    dplyr::group_by(measurement_datetime) %>%
    dplyr::summarize(dplyr::across(dplyr::everything(), dplyr::first), .groups = ""drop"") %>%
    tidyr::pivot_longer(cols = -measurement_datetime, names_to = ""measurement_concept_name"", values_to = ""value_as_number"") %>%
    dplyr::mutate(measurement_datetime = format(measurement_datetime, ""%d-%m-%Y %H:%M"")) %>%
    tidyr::pivot_wider(names_from = ""measurement_datetime"", values_from = ""value_as_number"")",NA,NA,2024-09-04 10:12:25,0
24,1,NA,NA,general_settings,selected_file_id,NA,242,NA,2024-09-04 12:37:39,0
25,1,NA,NA,general_settings,show_saved_file,NA,0,NA,2024-09-04 12:37:39,0
26,1,NA,NA,general_settings,figure_and_settings_side_by_side,NA,1,NA,2024-09-04 12:37:39,0
27,1,NA,NA,general_settings,run_code_at_patient_update,NA,0,NA,2024-09-04 12:37:39,0
28,1,NA,NA,general_settings,run_code_at_settings_file_load,NA,0,NA,2024-09-04 12:37:39,0
29,4,NA,20,general_settings,selected_file_id,NA,NA,NA,2024-09-04 12:38:05,0
30,4,NA,NA,general_settings,show_saved_file,NA,0,NA,2024-09-04 12:38:05,0
31,4,NA,NA,general_settings,figure_and_settings_side_by_side,NA,0,NA,2024-09-04 12:38:05,0
32,4,NA,NA,general_settings,run_code_at_patient_update,NA,1,NA,2024-09-04 12:38:05,0
33,4,NA,NA,general_settings,run_code_at_settings_file_load,NA,1,NA,2024-09-04 12:38:05,0
